"subject","total_ALL_1000GP","positive_count","negative_count","positive_effect","negative_effect","effect_sum"
"CHS",3944,2197,1747,118.2185546,-72.14070988,46.07784472
"CHS",3855,2111,1744,107.1277826,-78.03917778,29.08860482
"CHS",3797,2121,1676,102.5731296,-80.42645788,22.14667172
"CHS",3837,2259,1578,120.4206026,-67.44664658,52.97395602
"CHS",3841,1921,1920,100.7169006,-84.28245308,16.43444752
"CHS",3928,2153,1775,114.7217356,-74.26801928,40.45371632
"CHS",3912,2101,1811,109.2782786,-80.54462328,28.73365532
"CHS",3879,1969,1910,94.3160054,-94.39469158,-0.0786861800000001
"PUR",3962,1922,2040,101.7823143,-88.52078098,13.26153332
"PUR",3929,2139,1790,114.7860421,-76.10036288,38.68567922
"PUR",3924,2409,1515,117.2857334,-70.716709,46.5690244
"PUR",3915,1923,1992,93.3751699,-96.65290784,-3.27773794
"PUR",3875,2413,1462,122.6443135,-66.30724948,56.33706402
"PUR",3871,1929,1942,93.9372293,-91.67061024,2.26661906
"PUR",3842,1918,1924,94.6664579,-87.02497224,7.64148566
"PUR",3849,2030,1819,97.9936263,-89.03126014,8.96236616
"PUR",3834,1849,1985,90.5311588,-93.81094404,-3.27978524
"CDX",3825,2214,1611,111.6540388,-72.90303778,38.75100102
"CDX",3895,2162,1733,117.1688764,-71.65228308,45.51659332
"CDX",3923,2068,1855,111.1949736,-78.49168108,32.70329252
"CDX",3787,2028,1759,103.6302094,-78.93407608,24.69613332
"CDX",3883,2081,1802,105.6237126,-81.81907528,23.80463732
"CDX",3857,2175,1682,116.1776504,-69.44728508,46.73036532
"CDX",3800,2069,1731,105.9892606,-77.07714008,28.91212052
"CDX",3906,2133,1773,111.9116856,-76.69499238,35.21669322
"CDX",3861,1976,1885,100.7366756,-84.99061758,15.74605802
"CDX",3918,1887,2031,97.7284296,-89.44192478,8.28650482
"CDX",3883,1953,1930,102.5610415,-83.51932458,19.04171692
"CDX",3906,1983,1923,103.5719476,-83.76413338,19.80781422
"CDX",3946,2098,1848,114.4879216,-76.80014608,37.68777552
"CDX",3849,1929,1920,97.5818854,-85.73894478,11.84294062
"CDX",3856,1897,1959,98.9353406,-87.36284458,11.57249602
"PUR",3979,1967,2012,100.3268588,-92.65040314,7.67645566
"PUR",4045,2108,1937,108.2133374,-87.1173823,21.0959551
"PUR",3842,1935,1907,95.6292351,-88.98371618,6.64551892
"PUR",3835,2120,1715,112.8478115,-73.02459944,39.82321206
"PUR",3877,1969,1908,104.4394696,-82.15512508,22.28434452
"PUR",3891,1979,1912,98.8053858,-89.93490728,8.87047852
"PUR",3864,2390,1474,125.9983048,-61.05295908,64.94534572
"PUR",3883,1977,1906,98.7198422,-87.69166608,11.02817612
"PUR",3852,1918,1934,86.4454393,-97.0753039,-10.6298646
"PUR",3988,2183,1805,121.6260133,-70.64658788,50.97942542
"PUR",3874,2246,1628,111.2041382,-76.04805794,35.15608026
"PUR",3840,2116,1724,101.6126107,-84.05233614,17.56027456
"PUR",3891,2038,1853,100.667575,-83.52123474,17.14634026
"PUR",3887,2413,1474,120.1808219,-67.59867598,52.58214592
"PUR",3901,1748,2153,84.433906,-100.72361354,-16.28970754
"PUR",3901,2085,1816,98.3180224,-92.0278694,6.290153
"PUR",3917,2024,1893,103.4217503,-85.00403488,18.41771542
"PUR",3895,2149,1746,111.4952292,-77.93432604,33.56090316
"PUR",3884,1897,1987,85.9022925,-102.26979338,-16.36750088
"PUR",3924,1993,1931,99.3627482,-88.41091008,10.95183812
"PUR",3810,2064,1746,100.0438443,-81.62984268,18.41400162
"PUR",3789,1827,1962,85.3451597,-96.58223178,-11.23707208
"PUR",3836,2011,1825,97.3103264,-83.8314042,13.4789222
"PUR",3851,1943,1908,99.7862886,-86.91840238,12.86788622
"PUR",3813,2410,1403,117.8272517,-64.60238214,53.22486956
"PUR",3956,2096,1860,111.7681261,-77.92474674,33.84337936
"PUR",3898,2108,1790,99.5309609,-86.09750564,13.43345526
"PUR",3959,2318,1641,114.1759504,-77.68073818,36.49521222
"PUR",3889,1865,2024,98.4673205,-85.64786294,12.81945756
"PUR",3954,1838,2116,85.2905692,-104.58221758,-19.29164838
"PUR",3913,2110,1803,97.1470111,-90.32174518,6.82526592
"PUR",3952,2048,1904,99.3290437,-91.07943234,8.24961136
"PUR",3936,2006,1930,106.895002,-82.51893428,24.37606772
"PUR",3882,2105,1777,108.3267616,-80.40084708,27.92591452
"PUR",3918,2080,1838,106.8812736,-82.37161754,24.50965606
"PUR",3851,2185,1666,106.7366948,-80.93695334,25.79974146
"PUR",3816,1951,1865,94.651874,-87.51730324,7.13457076
"PUR",3873,2288,1585,116.1735527,-69.48538544,46.68816726
"PUR",3858,1911,1947,92.2498255,-92.00254638,0.24727912
"PUR",3840,1966,1874,96.5041408,-86.73177754,9.77236326
"PUR",3826,2009,1817,96.4875068,-88.42386784,8.06363896
"CLM",3897,1772,2125,80.3829815,-105.49403678,-25.11105528
"CLM",3911,2107,1804,106.3154031,-83.0774851,23.237918
"CLM",3876,2440,1436,119.9220803,-68.05939488,51.86268542
"CLM",3926,1946,1980,97.2445129,-90.0525813,7.1919316
"CLM",3816,1781,2035,83.1121211,-101.12080338,-18.00868228
"CLM",3916,2082,1834,109.0543308,-79.06825808,29.98607272
"CLM",3919,1958,1961,98.9859324,-91.72926488,7.25666752
"CLM",3960,1818,2142,87.7245436,-104.14305584,-16.41851224
"CLM",3846,2046,1800,95.3073286,-86.59825684,8.70907176
"CLM",4044,2259,1785,112.2075519,-81.53795544,30.66959646
"CLM",3716,1967,1749,97.471413,-83.65500624,13.81640676
"CLM",3857,2248,1609,112.5009413,-76.12633904,36.37460226
"CLM",3893,2142,1751,109.7612805,-76.12320028,33.63808022
"CLM",3874,2155,1719,110.9657851,-75.36385008,35.60193502
"CLM",3861,2268,1593,104.9279327,-80.89314508,24.03478762
"CLM",3912,1891,2021,95.7409738,-92.70086178,3.04011202
"CLM",3885,2094,1791,111.4870333,-75.96754314,35.51949016
"CLM",3885,2010,1875,100.1777496,-86.60264488,13.57510472
"PUR",3873,1943,1930,92.7306099,-93.79539414,-1.06478424
"PUR",3912,2193,1719,106.1968906,-81.46705758,24.72983302
"PUR",3866,2296,1570,110.2871908,-75.92327714,34.36391366
"PUR",3904,1990,1914,98.5318812,-87.67537058,10.85651062
"PUR",3910,1944,1966,101.7012191,-85.03421384,16.66700526
"PUR",3971,2106,1865,112.6738067,-78.40257114,34.27123556
"PUR",3806,1863,1943,97.7673632,-86.36605968,11.40130352
"PUR",3990,2297,1693,112.6474458,-79.75012794,32.89731786
"PUR",3837,1910,1927,89.1753683,-94.84773938,-5.67237108
"PUR",3920,2397,1523,117.3522271,-74.41942534,42.93280176
"PUR",3937,2507,1430,123.9842707,-67.50573164,56.47853906
"PUR",3903,1965,1938,93.4995021,-95.83571418,-2.33621208
"PUR",3850,1842,2008,94.833302,-89.26075928,5.57254272
"PUR",3842,1795,2047,88.3446927,-94.98203684,-6.63734414
"PUR",3875,2164,1711,113.0225201,-73.61850418,39.40401592
"PUR",3870,2014,1856,99.2139225,-85.70041838,13.51350412
"PUR",3891,2147,1744,108.8689136,-76.84133194,32.02758166
"PUR",3926,1884,2042,91.5370136,-96.26924944,-4.73223584
"PUR",3874,2174,1700,103.0601338,-84.21783074,18.84230306
"PUR",3873,2247,1626,111.5187663,-73.38349968,38.13526662
"PUR",3883,2069,1814,96.9716445,-91.83414868,5.13749582
