"subject","total_ALL_1000GP","positive_count","negative_count","positive_effect","negative_effect","effect_sum"
"CLM",11825,5666,6159,273.907315587,-320.35131006,-46.443994473
"CLM",11667,6282,5385,315.908224444,-274.03937662,41.868847824
"CLM",11672,7146,4526,349.752764024,-237.833998,111.918766024
"CLM",11721,5874,5847,290.405415904,-300.06371562,-9.658299716
"CLM",11636,5570,6066,253.929464007,-329.80520935,-75.875745343
"CLM",11646,6113,5533,321.230365687,-268.04915981,53.181205877
"CLM",11706,5637,6069,288.025621517,-303.19944042,-15.173818903
"CLM",11793,5470,6323,262.714651417,-331.80515786,-69.090506443
"CLM",11652,6368,5284,319.357898534,-267.03762486,52.320273674
"CLM",11852,6642,5210,349.593743007,-255.15151197,94.442231037
"CLM",11521,5856,5665,288.188524817,-295.26979256,-7.081267743
"CLM",11558,6452,5106,324.488489567,-265.00043126,59.488058307
"CLM",11585,6387,5198,335.831576857,-249.5007218,86.330855057
"CLM",11764,6570,5194,340.879531007,-253.7466388,87.132892207
"CLM",11625,6680,4945,334.48576617,-255.09641871,79.38934746
"CLM",11840,5872,5968,292.84058928,-300.67438597,-7.83379669
"CLM",11622,6224,5398,340.215277254,-251.3011106,88.914166654
"CLM",11589,5827,5762,291.628636687,-290.38911436,1.239522327
"PUR",11624,6106,5518,303.858484604,-284.6548926,19.203592004
"PUR",11749,6043,5706,297.315360444,-294.58588554,2.729474904
"PUR",11673,6531,5142,317.99793363,-267.79526172,50.20267191
"PUR",11713,5614,6099,280.707042787,-311.15721995,-30.450177163
"PUR",11681,5804,5877,311.437491054,-277.1413795,34.296111554
"PUR",11906,6422,5484,340.345205917,-266.09506896,74.250136957
"PUR",11555,5718,5837,294.752068644,-290.01034874,4.741719904
"PUR",11820,6359,5461,323.767097934,-275.17512486,48.591973074
"PUR",11649,5952,5697,288.682503724,-295.0822276,-6.399723876
"PUR",11535,6733,4802,338.800233347,-250.59426607,88.205967277
"PUR",11623,6813,4810,338.428369444,-252.63973656,85.788632884
"PUR",11668,5794,5874,292.170349494,-304.41787034,-12.247520846
"PUR",11678,5756,5922,305.409784144,-287.28075874,18.129025404
"PUR",11647,5306,6341,271.905208534,-313.88649776,-41.981289226
"PUR",11825,6626,5199,366.476522637,-238.31691751,128.159605127
"PUR",11714,5889,5825,291.546200837,-297.51994451,-5.973743673
"PUR",11663,6295,5368,325.946379784,-262.93985976,63.006520024
"PUR",11747,5726,6021,274.607078647,-314.20709647,-39.600017823
"PUR",11570,6348,5222,313.249972517,-274.17345036,39.076522157
"PUR",11604,6322,5282,312.876734254,-269.62120814,43.255526114
"PUR",11627,6099,5528,283.600884594,-303.99417034,-20.393285746
"PUR",11660,5996,5664,299.5063848,-289.57396297,9.93242183
"PUR",11369,5927,5442,297.316988594,-274.96482194,22.352166654
"PUR",11468,5592,5876,273.455621277,-303.25443757,-29.798816293
"PUR",11589,6442,5147,308.227990517,-271.74195826,36.486032257
"PUR",11737,6483,5254,342.196634594,-255.70613514,86.490499454
"CLM",11902,5763,6139,272.854871637,-326.54279446,-53.687922823
"CLM",11723,5776,5947,278.11598583,-311.91495617,-33.79897034
"CLM",11731,6186,5545,313.156808067,-282.95567781,30.201130257
"CLM",11583,5902,5681,285.437355204,-302.0467487,-16.609393496
"CLM",11660,5162,6498,248.69008403,-344.10692992,-95.41684589
"CLM",11637,6171,5466,313.347140567,-274.70886491,38.638275657
